"Reporting date","Name of health care institution","Region","District","address","EDRPOU code of health care institution","Latitude","Longitude","Hospitalization","Number of artificial respirating units in health care institution","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","State"
2020-03-09,"Комунальне некомерційне підприємство ,,Тернопільська міська комунальна лікарня швидкої допомоги”","TernopIlska",NA,"m. TernopIl, vul. Shpitalna, 2","02001297","49.549015699","25.599997729",1,5,0,50,1,0,0,0,0,"Suspicion"
2020-03-10,"Комунальне некомерційне підприємство ,,Тернопільська міська комунальна лікарня швидкої допомоги”","TernopIlska",NA,"m. TernopIl, vul. Shpitalna, 2","02001297","49.549015699","25.599997729",1,5,0,50,1,0,0,0,0,"Suspicion"
2020-03-20,"КНП ,,Гусятинська центральна районна лікарня”","TernopIlska","Gusyatinskiy","smt. Gusyatin, vul. B.Lepkogo, 1.","02000582","49.070716680","26.192286184",2,5,0,10,1,0,0,0,0,"Suspicion"
2020-03-22,"КНП ,,Гусятинська центральна районна лікарня”","TernopIlska","Gusyatinskiy","smt. Gusyatin, vul. B.Lepkogo, 1.","02000582","49.070716680","26.192286184",2,5,0,10,1,0,0,0,0,"Suspicion"
2020-03-23,"КНП ,,Гусятинська центральна районна лікарня”","TernopIlska","Gusyatinskiy","smt. Gusyatin, vul. B.Lepkogo, 1.","02000582","49.070716680","26.192286184",2,5,0,10,1,0,0,0,0,"Suspicion"
2020-03-12,"Комунальне некомерційне підприємство ,,Тернопільська міська комунальна лікарня швидкої допомоги”","TernopIlska",NA,"m. TernopIl, vul. Shpitalna, 2","02001297","49.549015699","25.599997729",2,5,0,50,2,0,0,0,0,"Suspicion"
2020-03-14,"Комунальне некомерційне підприємство ,,Тернопільська міська комунальна лікарня швидкої допомоги”","TernopIlska",NA,"m. TernopIl, vul. Shpitalna, 2","02001297","49.549015699","25.599997729",3,5,0,50,3,0,0,0,0,"Suspicion"
2020-03-15,"Комунальне некомерційне підприємство ,,Тернопільська міська комунальна лікарня швидкої допомоги”","TernopIlska",NA,"m. TernopIl, vul. Shpitalna, 2","02001297","49.549015699","25.599997729",3,5,0,50,3,0,0,0,0,"Suspicion"
2020-03-17,"Комунальне некомерційне підприємство ,,Тернопільська міська комунальна лікарня швидкої допомоги”","TernopIlska",NA,"m. TernopIl, vul. Shpitalna, 2","02001297","49.549015699","25.599997729",5,5,0,50,5,0,0,0,0,"Suspicion"
2020-03-20,"Комунальне некомерційне підприємство ,,Тернопільська міська комунальна лікарня швидкої допомоги”","TernopIlska",NA,"m. TernopIl, vul. Shpitalna, 2","02001297","49.549015699","25.599997729",8,5,0,50,5,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Теребовлянська центральна районна лікарня""","TernopIlska","Terebovlyanskiy","m. Terebovlya, vul. SIchovih StrIltsIv, 25","02001015","49.294617","25.690012",1,6,0,15,1,0,0,0,0,"Suspicion"
2020-03-23,"КНП ""Теребовлянська центральна районна лікарня""","TernopIlska","Terebovlyanskiy","m. Terebovlya, vul. SIchovih StrIltsIv, 25","02001015","49.294617","25.690012",1,6,0,15,1,0,0,0,0,"Suspicion"
2020-03-05,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-06,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-17,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-18,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Центральна міська лікарня міста Нова Каховка""","Hersonska",NA,"m. Nova Kahovka, vul GeroYiv UkraYini, 33-A","02004108","46.751108","33.366097",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Генічеська центральна районна лікарня""","Hersonska","GenIcheskiy","m. GenIchesk, prosp. Miru, 130","02003971","46.17380","34.80686",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",2,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",2,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-23,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",2,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Каховська центральна районна лікарня""","Hersonska",NA,"m. Kahovka, vul. Pershotravneva, 34","02004025","46.80546","33.48178",2,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Скадовська центральна районна лікарня""","Hersonska","Skadovskiy","m. Skadovsk, vul. ShmIdta, 24","02004060","46.12039","32.91034",4,0,0,0,2,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Скадовська центральна районна лікарня""","Hersonska","Skadovskiy","m. Skadovsk, vul. ShmIdta, 24","02004060","46.12039","32.91034",5,0,0,0,5,0,0,0,0,"Suspicion"
2020-03-22,"КНП «Херсонська обласна інфекційна лікарня                                    ім. Г.І. Горбачевського»","Hersonska",NA,"m. Herson, vul. Mikoli Grinka, 1a","26083704","46.679001190","32.587874301",2,5,0,141,1,0,0,0,0,"Suspicion"
2020-03-19,"КНП «Херсонська обласна інфекційна лікарня                                    ім. Г.І. Горбачевського»","Hersonska",NA,"m. Herson, vul. Mikoli Grinka, 1a","26083704","46.679001190","32.587874301",2,5,0,141,2,0,0,0,0,"Suspicion"
2020-03-24,"КНП «Херсонська обласна інфекційна лікарня                                    ім. Г.І. Горбачевського»","Hersonska",NA,"m. Herson, vul. Mikoli Grinka, 1a","26083704","46.679001190","32.587874301",2,5,0,141,2,0,0,0,0,"Suspicion"
2020-02-28,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",1,6,0,40,1,0,0,0,0,"Suspicion"
2020-02-29,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",1,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-01,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",1,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-02,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",1,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-03,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",1,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-04,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-07,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-08,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-09,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-10,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-11,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-12,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-13,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-14,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-15,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-16,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-17,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-18,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-19,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,1,0,0,0,0,"Suspicion"
2020-03-06,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",2,6,0,40,2,0,0,0,0,"Suspicion"
2020-03-21,"КП ""Хмельницька міська інфекційна лікарня""Хмельницької міської ради","Hmelnitska",NA,"m. Hmelnitskiy , vul. G.Skovorodi, 17","02004752","49.412003019","26.976054715",3,6,0,40,2,0,0,0,0,"Suspicion"
2020-03-14,"КНП „Уманська міська лікарня“ Уманської міської ради","Cherkaska",NA,"m. Uman, prov. ProYizdzhiy, 3","02005036","48.759549076","30.221513818",2,1,0,35,2,0,0,0,0,"Suspicion"
2020-03-15,"КНП „Уманська міська лікарня“ Уманської міської ради","Cherkaska",NA,"m. Uman, prov. ProYizdzhiy, 3","02005036","48.759549076","30.221513818",2,1,0,35,2,0,0,0,0,"Suspicion"
2020-03-15,"КНП „Черкаська міська інфекційна лікарня“","Cherkaska",NA,"m. Cherkasi, vul. SamIyla KIshki, 210/1","02004976","49.413566386","32.055020909",1,2,0,100,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Міська лікарня №1""","ChernIvetska",NA,"m. ChernIvtsI, vul. GeroYiv Maydanu, 226","01110972","48.292097","25.931513",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-19,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",1,0,0,20,1,0,0,0,0,"Suspicion"
2020-03-20,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",1,0,0,20,1,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",1,0,0,20,1,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",1,0,0,20,1,0,0,0,0,"Suspicion"
2020-03-23,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",1,0,0,20,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",1,0,0,20,1,0,0,0,0,"Suspicion"
2020-03-17,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",2,0,0,20,2,0,0,0,0,"Suspicion"
2020-03-18,"КНП ""Новоселицька центральна районна лікарня""","ChernIvetska","Novoselitskiy","m. Novoselitsya, vul. KaramzIna, 1","02005832","48.221677063","26.271495614",2,0,0,20,2,0,0,0,0,"Suspicion"
2020-03-17,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КІЦМАНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","ChernIvetska","KItsmanskiy","m. KItsman, vul. NezalezhnostI, 1","02005680","48.430486437","25.761756464",1,2,0,30,1,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Глибоцька центральна районна лікарня""","ChernIvetska","Glibotskiy","m. Gliboka, vul. Shevchenka, 11","02005705","48.120261","25.923078",2,2,0,35,2,0,0,0,0,"Suspicion"
2020-03-23,"КНП ""Глибоцька центральна районна лікарня""","ChernIvetska","Glibotskiy","m. Gliboka, vul. Shevchenka, 11","02005705","48.120261","25.923078",2,2,0,35,2,0,0,0,0,"Suspicion"
2020-03-20,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КІЦМАНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","ChernIvetska","KItsmanskiy","m. KItsman, vul. NezalezhnostI, 1","02005680","48.430486437","25.761756464",5,2,0,30,2,0,0,0,0,"Suspicion"
2020-03-21,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КІЦМАНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","ChernIvetska","KItsmanskiy","m. KItsman, vul. NezalezhnostI, 1","02005680","48.430486437","25.761756464",5,2,0,30,2,0,0,0,0,"Suspicion"
2020-03-22,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КІЦМАНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","ChernIvetska","KItsmanskiy","m. KItsman, vul. NezalezhnostI, 1","02005680","48.430486437","25.761756464",5,2,0,30,2,0,0,0,0,"Suspicion"
2020-03-23,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КІЦМАНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","ChernIvetska","KItsmanskiy","m. KItsman, vul. NezalezhnostI, 1","02005680","48.430486437","25.761756464",5,2,0,30,2,0,0,0,0,"Suspicion"
2020-03-24,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КІЦМАНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ","ChernIvetska","KItsmanskiy","m. KItsman, vul. NezalezhnostI, 1","02005680","48.430486437","25.761756464",5,2,0,30,2,0,0,0,0,"Suspicion"
2020-03-14,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧЕРНІВЕЦЬКА ОБЛАСНА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ""","ChernIvetska",NA,"m. ChernIvtsI, vul. Ruska, 207-A","43291042","48.292097","25.931513",3,3,0,18,3,0,0,0,0,"Suspicion"
2020-03-16,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧЕРНІВЕЦЬКА ОБЛАСНА ДИТЯЧА КЛІНІЧНА ЛІКАРНЯ""","ChernIvetska",NA,"m. ChernIvtsI, vul. Ruska, 207-A","43291042","48.292097","25.931513",5,3,0,18,5,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Сокирянська центральна районна лікарня""","ChernIvetska","Sokiryanskiy","m.Sokiryani, vul. KobilyanskoYi, 43","02005852","48.463446","27.405207",2,4,0,15,2,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Сокирянська центральна районна лікарня""","ChernIvetska","Sokiryanskiy","m.Sokiryani, vul. KobilyanskoYi, 43","02005852","48.463446","27.405207",2,4,0,15,2,0,0,0,0,"Suspicion"
2020-03-23,"КНП ""Сокирянська центральна районна лікарня""","ChernIvetska","Sokiryanskiy","m.Sokiryani, vul. KobilyanskoYi, 43","02005852","48.463446","27.405207",2,4,0,15,2,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Сокирянська центральна районна лікарня""","ChernIvetska","Sokiryanskiy","m.Sokiryani, vul. KobilyanskoYi, 43","02005852","48.463446","27.405207",2,4,0,15,2,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Хотинська центральна районна лікарня""","ChernIvetska",NA,"m. Hotin, vul. B. Hmelnitskogo, 4","02005875","48.505179108","26.498052462",5,5,0,20,5,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Хотинська центральна районна лікарня""","ChernIvetska",NA,"m. Hotin, vul. B. Hmelnitskogo, 4","02005875","48.505179108","26.498052462",5,5,0,20,5,0,0,0,0,"Suspicion"
2020-03-23,"КНП ""Хотинська центральна районна лікарня""","ChernIvetska",NA,"m. Hotin, vul. B. Hmelnitskogo, 4","02005875","48.505179108","26.498052462",5,5,0,20,5,0,0,0,0,"Suspicion"
2020-03-01,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ","ChernIvetska",NA,"m. ChernIvtsI, vul. Golovna, 137","43288621","48.292097","25.931513",3,9,0,40,1,0,0,0,0,"Suspicion"
2020-02-26,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ","ChernIvetska",NA,"m. ChernIvtsI, vul. Golovna, 137","43288621","48.292097","25.931513",2,9,0,40,2,0,0,0,0,"Suspicion"
2020-02-27,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ","ChernIvetska",NA,"m. ChernIvtsI, vul. Golovna, 137","43288621","48.292097","25.931513",2,9,0,40,2,0,0,0,0,"Suspicion"
2020-02-28,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ","ChernIvetska",NA,"m. ChernIvtsI, vul. Golovna, 137","43288621","48.292097","25.931513",2,9,0,40,2,0,0,0,0,"Suspicion"
2020-03-14,"ОБЛАСНЕ КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЧЕРНІВЕЦЬКА ОБЛАСНА КЛІНІЧНА ЛІКАРНЯ","ChernIvetska",NA,"m. ChernIvtsI, vul. Golovna, 137","43288621","48.292097","25.931513",2,9,0,40,2,0,0,0,0,"Suspicion"
2020-03-20,"КНП ""Ніжинська центральна міська лікарня імені Миколи Галицького""","ChernIgIvska",NA,"m. NIzhin, vul. Moskovska, 21","02774125","51.060422772","31.892132100",1,3,0,12,1,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Ніжинська центральна міська лікарня імені Миколи Галицького""","ChernIgIvska",NA,"m. NIzhin, vul. Moskovska, 21","02774125","51.060422772","31.892132100",1,3,0,12,1,0,0,0,0,"Suspicion"
2020-03-22,"КНП ""Ніжинська центральна міська лікарня імені Миколи Галицького""","ChernIgIvska",NA,"m. NIzhin, vul. Moskovska, 21","02774125","51.060422772","31.892132100",1,3,0,12,1,0,0,0,0,"Suspicion"
2020-03-23,"КНП ""Ніжинська центральна міська лікарня імені Миколи Галицького""","ChernIgIvska",NA,"m. NIzhin, vul. Moskovska, 21","02774125","51.060422772","31.892132100",1,3,0,12,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Ніжинська центральна міська лікарня імені Миколи Галицького""","ChernIgIvska",NA,"m. NIzhin, vul. Moskovska, 21","02774125","51.060422772","31.892132100",1,3,0,12,1,0,0,0,0,"Suspicion"
2020-03-10,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-11,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-12,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-13,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-14,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-15,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-16,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-17,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-18,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-19,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-20,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Клінічна лікарня №15 Подільського району міста Києва""","m. KiYiv",NA,"m. KiYiv, vul. Skovorodi, 2","26199074","50.447844985","30.524776820",1,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Київська міська клінічна лікарня №5""","m. KiYiv",NA,"m. KiYiv, vul. VIdpochinku, 11","00185028","50.447844985","30.524776820",2,0,0,0,1,0,0,0,0,"Suspicion"
2020-03-24,"КНП ""Київська міська дитяча клінічна інфекційна лікарня""","m. KiYiv",NA,"m. KiYiv, vul. DegtyarIvska, 23","01993664","50.447844985","30.524776820",6,5,0,90,1,0,0,0,0,"Suspicion"
2020-03-20,"КНП ""Київська міська дитяча клінічна інфекційна лікарня""","m. KiYiv",NA,"m. KiYiv, vul. DegtyarIvska, 23","01993664","50.447844985","30.524776820",4,5,0,90,4,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Київська міська дитяча клінічна інфекційна лікарня""","m. KiYiv",NA,"m. KiYiv, vul. DegtyarIvska, 23","01993664","50.447844985","30.524776820",5,5,0,90,4,0,0,0,0,"Suspicion"
2020-03-19,"КНП ""Київська міська дитяча клінічна лікарня №1""","m. KiYiv",NA,"m. KiYiv, vul. Bogatirska, 30","04350694","50.447844985","30.524776820",2,15,0,30,1,0,0,0,0,"Suspicion"
2020-03-21,"КНП ""Київська міська дитяча клінічна лікарня №1""","m. KiYiv",NA,"m. KiYiv, vul. Bogatirska, 30","04350694","50.447844985","30.524776820",2,15,0,30,2,0,0,0,0,"Suspicion"
2020-03-19,"КНП""Київська міська клінічна лікарня №4""","m. KiYiv",NA,"m. KiYiv, vul. Solom'yanska, 17","30212155","50.447844985","30.524776820",3,18,0,75,2,0,0,0,0,"Suspicion"
2020-03-06,"КНП ""Київська міська клінічна лікарня №9""","m. KiYiv",NA,"m. KiYiv, vul. Rizka, 1","25680295","50.447844985","30.524776820",1,22,0,80,1,0,0,0,0,"Suspicion"
2020-03-17,"КНП ""Олександрівська клінічна лікарня""","m. KiYiv",NA,"m. KiYiv, vul. Shovkovichna, 39/1","01994095","50.447844985","30.524776820",1,52,0,82,1,0,0,0,0,"Suspicion"
2020-03-20,"КНП ""Городенківська центральна районна лікарня""","Ivano-FrankIvska","GorodenkIvskiy","m. Gorodenka, vul. Sheptitskogo, 24-E","01993428","48.664415124","25.491961338",1,6,0,10,1,1,0,0,0,"Suspicion"
2020-03-04,"КНП ""Івано-Франківська обласна клінічна інфекційна лікарня”","Ivano-FrankIvska",NA,"m. Ivano-FrankIvsk, vul. Getmana Sagaydachnogo, 66","01993291","48.938635828","24.719539985",1,6,0,170,1,1,0,0,0,"Suspicion"
