"","Region","District","Name of health care institution","Health care institution address","Latitude","Longitude","Date and time of data actuality (end of reporting interval)","Reporting date","EDRPOU code of health care institution","Number of artificial respirating units in health care institution","Кількість випадків одужання серед осіб із підтвердженим діагнозом COVID-19 протягом звітного періоду","Number of recovery cases among people with confirmed COVID-19 diagnosis during reporting interval","Number of beds adaptated for hospitalization of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases wait for laboratory confirmation","Number of peolple with suspected SARS-CoV-2 (2019-nCoV) coronavirus infection, whoes cases registered during reported period","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, who refused hospitalization","Number of peolple with confirmed COVID-19 diagnosis, affected by SARS-CoV-2 (2019-nCoV) coronavirus infection, under medical treatment","Number of peolple with confirmed COVID-19 diagnosis, who refused hospitalization during reporting inteval","Number of people whoes COVID-19 diagnosis confirmed during reporting period","Number of fatal cases among people with confirmed COVID-19 diagnosis during reporting interval","Note","State"
"1801","Київська","Баришівський","КНП ""Баришівська центральна районна лікарня""","смт. Баришівка, вул. Київський шлях, 126","50.366249180","31.306350970",2020-03-20 09:00:00,2020-03-19,"01994379",3,0,0,7,0,0,0,0,0,0,0,NA,"Не виявлено"
"1802","Київська","-","КНП ""Білоцерківська міська лікарня № 3""","м. Біла Церква, вул. Карбишева, 12","49.818137816","30.121413601",2020-03-20 09:00:00,2020-03-19,"01994592",3,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1803","Київська","-","КНП ""Переяслав-Хмельницька центральна районна лікарня""","м. Переяслав, вул. Богдана Хмельницького, 137","50.064280878","31.440849524",2020-03-20 09:00:00,2020-03-19,"01994161",3,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1804","Київська","Кагарлицький","КНП ""Кагарлицька центральна районна лікарня""","м. Кагарлик, вул. Паркова, 10","49.862917580","30.823122500",2020-03-20 09:00:00,2020-03-19,"01994416",3,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1805","Київська","Тетіївський","КНП ""Тетіївська центральна районна лікарня""","м. Тетіїв, вул. Цвіткова, 26","49.363398827","29.684158174",2020-03-20 09:00:00,2020-03-19,"00994221",3,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1806","Київська","Яготинський","КНП ""Яготинська центральна районна лікарня""","м. Яготин, вул. Незалежності, 71","50.270673524","31.763791993",2020-03-20 09:00:00,2020-03-19,"01994422",3,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1807","Київська","Таращанський","КНП ""Таращанська центральна районна лікарня""","м. Тараща, вул. Шевченка, 66","49.557990888","30.499331485",2020-03-20 09:00:00,2020-03-19,"01994215",5,0,0,5,0,0,0,0,0,0,0,NA,"Не виявлено"
"1808","Київська","Києво-Святошинський","КНП ""Київська обласна дитяча лікарня""","м. Боярка, вул. Хрещатик, 83","50.318723071","30.295198377",2020-03-20 09:00:00,2020-03-19,"01994451",5,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"1809","Київська","Макарівський","КНП ""Макарівська центральна районна лікарня""","м. Макарів, вул. Б.Хмельницького, 62-А","50.463586","29.799485",2020-03-20 09:00:00,2020-03-19,"01994698",7,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"1810","Київська","Миронівський","КНП ""Миронівська центральна районна лікарня""","м. Миронівка, вул. Благовіщенська, 96","49.677070683","30.979852801",2020-03-20 09:00:00,2020-03-19,"01994149",7,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"1811","Київська","Васильківський","КНП ""Васильківська центральна районна лікарня""","м. Васильків, вул. Декабристів, 87","50.201378217","30.312494273",2020-03-20 09:00:00,2020-03-19,"01994385",8,0,0,34,0,0,0,0,0,0,0,NA,"Не виявлено"
"1812","Київська","-","КНП ""Броварська багатопрофільна клінічна лікарня""","м. Бровари, вул. Шевченко, 14","50.510931013","30.764942274",2020-03-20 09:00:00,2020-03-19,"01994497",14,0,0,31,0,0,0,0,0,0,0,NA,"Не виявлено"
"1813","Київська","Києво-Святошинський","КНП ""Центральна районна лікарня Києво-Святошинської районної ради""","м. Боярка, вул. Соборності, 51","50.330963777","30.276410608",2020-03-20 09:00:00,2020-03-19,"01994669",18,0,0,40,0,0,0,0,0,0,0,NA,"Не виявлено"
"1814","Кіровоградська","-","КНП ""Центральна міська лікарня, стаціонар №1""","м. Кропивницький, вул. Фортеця, 21","48.508331380","32.266261029",2020-03-20 09:00:00,2020-03-19,"05493846",6,0,0,135,0,0,0,0,0,0,0,NA,"Не виявлено"
"1815","Кіровоградська","-","КНП ""Кіровоградська обласна лікарня""","м. Кропивницький, просп. Університетський, 2/5","48.505474289","32.219334424",2020-03-20 09:00:00,2020-03-19,"01994942",20,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"1816","Луганська","Міловський","КНП ""Міловська центральна районна лікарня""","смт. Мілове, вул Мира, 44","49.379784131","40.135084285",2020-03-20 09:00:00,2020-03-19,"01983571",2,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1817","Луганська","Станично-Луганський","КНП ""Станично-Луганське районне  територіальне медичне об’єднання"".","смт. Станиця Луганська, вул. 5-та лінія, 39","48.665545929","39.501912720",2020-03-20 09:00:00,2020-03-19,"01983602",2,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1818","Луганська","Новопсковський","КНП ""Новопсковське районне територіальне медичне об’єднання""","смт. Новопсков, вул. Українська, 101А","49.547051830","39.092525694",2020-03-20 09:00:00,2020-03-19,"01983594",3,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"1819","Луганська","Старобільський","КНП ""Старобільське  районне територіальне медичне об’єднання""","м. Старобільськ, вул Моностирська, 67","49.281546728","38.897801128",2020-03-20 09:00:00,2020-03-19,"01983714",10,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"1820","Луганська","-","КНП ""Луганська обласна дитяча клінічна лікарня""","м. Лисичанськ, вул. 40 років Перемоги, 12а","48.867455095","38.427812455",2020-03-20 09:00:00,2020-03-19,"04542985",18,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1821","Луганська","-","КНП ""Сєвєродонецька міська багатопрофільна лікарня""","м. Сєвєродонецьк, вул. Єгорова, 2б","48.958906083","38.490041527",2020-03-20 09:00:00,2020-03-19,"37747995",23,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"1822","Львівська","Немирівський","КЗ ""Львівський обласний протитуберкульозний санаторій""","смт. Немирів, вул. Равська, 45","50.117662512","23.440409794",2020-03-20 09:00:00,2020-03-19,"22413286",0,0,0,150,0,0,0,0,0,0,0,NA,"Не виявлено"
"1823","Одеська","Ізмаїльський","КНП ""Ізмаїльська центральна районна лікарня""","м. Ізмаїл, вул. Б.-Дністровська, 31","45.340310621","28.826934073",2020-03-20 09:00:00,2020-03-19,"26418688",1,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1824","Одеська","-","КНП ""Чорноморська лікарня""","м. Чорноморськ, вул. Віталія Шума, 4","46.295223575","30.648085507",2020-03-20 09:00:00,2020-03-19,"01982212",3,0,0,24,0,0,0,0,0,0,0,NA,"Не виявлено"
"1825","Полтавська","-","КП ""Полтавська обласна клінічна інфекційна лікарня""","м. Полтава, просп. Першотравневий, 22","49.576349995","34.564835021",2020-03-20 09:00:00,2020-03-19,"01999661",3,0,0,152,0,0,0,0,0,0,0,NA,"Не виявлено"
"1826","Полтавська","Пирятинський","КП ""Пирятинська центральна районна лікарня""","м. Пирятин, вул. Аврущенка, 2","50.251286617","32.506312506",2020-03-20 09:00:00,2020-03-19,"01999460",4,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"1827","Полтавська","Новосанжарський","КНП ""Новосанжарська центральна районна лікарня""","смт. Нові Санжари, вул.Шевченка, 51/49","49.341192130","34.305587410",2020-03-20 09:00:00,2020-03-19,"01999425",4,0,0,12,0,0,0,0,0,0,0,NA,"Не виявлено"
"1828","Полтавська","Диканський","КНП ""Диканська лікарня планового лікування""","смт. Диканька, вул. Медична, 42","49.814970672","34.542040401",2020-03-20 09:00:00,2020-03-19,"01999265",5,0,0,8,0,0,0,0,0,0,0,NA,"Не виявлено"
"1829","Полтавська","Чутівський","КНП ""Чутівська центральна районна лікарня""","смт. Чутове, вул. Полтавський шлях, 23","49.703233582","35.145434977",2020-03-20 09:00:00,2020-03-19,"01999537",5,0,0,9,0,0,0,0,0,0,0,NA,"Не виявлено"
"1830","Полтавська","Решетилівський","КНП ""Решетилівська центральна районна лікарня""","м. Решетилівка, вул. Грушевського, 76","49.560667993","34.061639278",2020-03-20 09:00:00,2020-03-19,"01999483",5,0,0,22,0,0,0,0,0,0,0,NA,"Не виявлено"
"1831","Полтавська","Карлівський","КНП ""Карлівська центральна районна лікарня ім.Л.В.Радевича""","м. Карлівка, вул. Радевича, 2","49.452839990","35.136305098",2020-03-20 09:00:00,2020-03-19,"01999299",6,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1832","Полтавська","Кобеляцький","КНП ""Кобеляцька центральна районна лікарня""","м. Кобеляки, вул. Шевченка, 78/109","49.152955506","34.182468216",2020-03-20 09:00:00,2020-03-19,"01999307",6,0,0,23,0,0,0,0,0,0,0,NA,"Не виявлено"
"1833","Полтавська","-","КНМП ""Кременчуцька міська дитяча лікарня""","м. Кременчук, вул. Павлова,16","49.091859007","33.440592979",2020-03-20 09:00:00,2020-03-19,"05385571",6,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"1834","Полтавська","Хорольський","КНП ""Хорольська центральна районна лікарня""","м. Хорол, вул. М.Полонського, 11/1","49.779586591","33.271094877",2020-03-20 09:00:00,2020-03-19,"01999514",8,0,0,3,0,0,0,0,0,0,0,NA,"Не виявлено"
"1835","Полтавська","Лохвицький","КНП ""Лохвицька районна лікарня""","м. Лохвиця, вул. Незалежності, 4","50.358296001","33.282196184",2020-03-20 09:00:00,2020-03-19,"01999359",10,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"1836","Полтавська","-","КП ""Лубенська лікарня інтенсивного лікування""","м. Лубни, вул.П'ятикопа, 26","50.002157494","32.991827393",2020-03-20 09:00:00,2020-03-19,"01999388",10,0,0,18,0,0,0,0,0,0,0,NA,"Не виявлено"
"1837","Полтавська","-","КНП ""Миргородська центральна районна лікарня""","м. Миргород, вул. Гоголя, 172","49.982615225","33.594493191",2020-03-20 09:00:00,2020-03-19,"01999402",10,0,0,36,0,0,0,0,0,0,0,NA,"Не виявлено"
"1838","Полтавська","-","КП ""1-ша міська клінічна лікарня""","м. Полтава, вул. О.Гончара, 27а","49.586655905","34.525052180",2020-03-20 09:00:00,2020-03-19,"01999655",10,0,0,40,0,0,0,0,0,0,0,NA,"Не виявлено"
"1839","Полтавська","-","КНМП ""Лікарня інтенсивного лікування ""Кременчуцька""","м. Кременчук, вул. Павлова, 2","49.094332723","33.440751510",2020-03-20 09:00:00,2020-03-19,"41318879",10,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"1840","Полтавська","-","КНП ""Гадяцька центральна районна лікарня""","м.Гадяч, вул.Лохвицька,1","50.374586527","33.980915302",2020-03-20 09:00:00,2020-03-19,"01999218",11,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1841","Полтавська","-","КНП ""Лікарня інтенсивного лікування 1 рівня""","м. Горішні Плавні, вул. Миру, 10","49.013946471","33.638797789",2020-03-20 09:00:00,2020-03-19,"01999626",14,0,0,36,0,0,0,0,0,0,0,NA,"Не виявлено"
"1842","Рівненська","Сарненський","КНП ""Сарненська центральна районна лікарня""","м. Сарни, вул. Ярослава Мудрого, 3","51.333598611","26.592128810",2020-03-20 09:00:00,2020-03-19,"01999796",6,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"1843","Тернопільська","-","КНП ""Чортківська центральна комунальна районна лікарня""","м. Чортків, вул. Д.Пігути, 31б","49.016131284","25.790493707",2020-03-20 09:00:00,2020-03-19,"02001185",2,0,0,34,0,0,0,0,0,0,0,NA,"Не виявлено"
"1844","Тернопільська","-","КНП ""Тернопільська міська дитяча комунальна лікарня""","м. Тернопіль, вул. Клінічна, 1а","49.553719391","25.614177984",2020-03-20 09:00:00,2020-03-19,"04528442",50,0,0,50,0,0,0,0,0,0,0,NA,"Не виявлено"
"1845","Харківська","-","КНП ""Обласна дитяча інфекційна клінічна лікарня""","м. Харків, просп. Героїв Сталінграду, 160","49.943510208","36.322295620",2020-03-20 09:00:00,2020-03-19,"02003534",7,0,0,45,0,0,0,0,0,0,0,NA,"Не виявлено"
"1846","Харківська","-","КНП ""Обласна Клінічна Інфекційна Лікарня""","м. Харків, просп. Героїв Сталінграду, 160","49.943510208","36.322295620",2020-03-20 09:00:00,2020-03-19,"02003652",12,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"1847","Хмельницька","-","КП ""Хмельницька міська інфекційна лікарня""","м. Хмельницький , вул. Г.Сковороди, 17","49.412003019","26.976054715",2020-03-20 09:00:00,2020-03-19,"02004752",6,0,0,40,0,0,0,0,0,0,0,NA,"Не виявлено"
"1848","Чернівецька","Новоселицький","КНП ""Новоселицька центральна районна лікарня""","м. Новоселиця, вул. Карамзіна, 1","48.221677063","26.271495614",2020-03-20 09:00:00,2020-03-19,"02005832",0,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1849","Чернігівська","Ріпкинський","КНП ""Ріпкинська центральна районна лікарня""","смт. Ріпки, вул. Соборна, 9","51.802508164","31.083601483",2020-03-20 09:00:00,2020-03-19,"02006478",1,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"1850","Чернігівська","Варвинський","КНП ""Варвинська центральна районна лікарня""","смт. Варва, вул. 9 Травня, 2А","50.488566577","32.719745606",2020-03-20 09:00:00,2020-03-19,"02006194",2,0,0,5,0,0,0,0,0,0,0,NA,"Не виявлено"
"1851","Чернігівська","Талалаївський","КНП ""Талалаївська центральна районна лікарня""","смт. Талалаївка, вул. Центральна, 63","50.834737082","33.137191377",2020-03-20 09:00:00,2020-03-19,"02006538",2,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1852","Чернігівська","-","КНП ""Чернігівська центральна районна лікарня""","м. Чернігів, вул. Шевченка, 114","51.507857394","31.337379322",2020-03-20 09:00:00,2020-03-19,"02006544",2,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"1853","Чернігівська","Городнянський","КНП ""Городнянська центральна районна лікарня""","м. Городня, вул. Чернігівська, 26","51.888223699","31.596235269",2020-03-20 09:00:00,2020-03-19,"02006225",3,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"1854","Чернігівська","Корюківський","КНП ""Корюківська центральна районна лікарня""","м. Корюківка, вул. Шевченка, 101","51.773605503","32.247797148",2020-03-20 09:00:00,2020-03-19,"02006320",3,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"1855","Чернігівська","-","КНП ""Новгород-Сіверська центральна районна лікарня імені І.В.Буяльського""","м. Новгород-Сіверський, вул.  Шевченка, 17","52.001529704","33.275005671",2020-03-20 09:00:00,2020-03-19,"02006403",3,0,0,3,0,0,0,0,0,0,0,NA,"Не виявлено"
"1856","Чернігівська","Борзнянський","КНП ""Борзнянська центральна районна лікарня""","м. Борзна, вул. Семена Палія, 22","51.259334053","32.421852846",2020-03-20 09:00:00,2020-03-19,"02006188",3,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"1857","Чернігівська","Менський","КНП ""Менська центральна районна лікарня""","м. Мена, вул. Шевченка, 61","51.531047946","32.228168513",2020-03-20 09:00:00,2020-03-19,"02006343",5,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"1858","Чернігівська","Козелецький","КНП ""Козелецька центральна районна лікарня""","смт. Козелець, вул. Сім'ї Розумовських, 45","50.911818260","31.117207288",2020-03-20 09:00:00,2020-03-19,"02006277",5,0,0,5,0,0,0,0,0,0,0,NA,"Не виявлено"
"1859","Чернігівська","Семенівський","КНП ""Семенівська центральна районна лікарня""","м. Семенівка, вул.  Лікарняний Хуторок, 2","52.178496616","32.569911551",2020-03-20 09:00:00,2020-03-19,"02006509",5,0,0,13,0,0,0,0,0,0,0,NA,"Не виявлено"
"1860","Чернігівська","-","КНП ""Прилуцька центральна міська лікарня""","м. Прилуки, вул. Київська, 56","50.594958416","32.381415524",2020-03-20 09:00:00,2020-03-19,"34549336",8,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1861","Чернігівська","-","КНП ""Чернігівська обласна дитяча лікарня""","м. Чернігів, вул. Пирогова, 16","51.497760421","31.281648920",2020-03-20 09:00:00,2020-03-19,"02006604",14,0,0,14,0,0,0,0,0,0,0,NA,"Не виявлено"
"1862","Чернігівська","-","КНП ""Чернігівська міська лікарня №2""","м. Чернігів, вул. І Травня, 168/б","51.517221809","31.309575589",2020-03-20 09:00:00,2020-03-19,"14233274",17,0,0,45,0,0,0,0,0,0,0,NA,"Не виявлено"
"1863","м. Київ","-","КНП ""Київський міський пологовий будинок № 5""","м. Київ, просп. Лобановського, 2","50.447844985","30.524776820",2020-03-20 09:00:00,2020-03-19,"01993730",6,0,0,16,0,0,0,0,0,0,0,NA,"Не виявлено"
"1864","м. Київ","-","КНП ""Київський міський пологовий будинок № 3""","м. Київ, вул. Кучера, 7","50.447844985","30.524776820",2020-03-20 09:00:00,2020-03-19,"05496796",8,0,0,12,0,0,0,0,0,0,0,NA,"Не виявлено"
"1865","м. Київ","-","КНП ""Київська міська клінічна лікарня №4""","м. Київ, вул. Солом'янська, 17","50.447844985","30.524776820",2020-03-20 09:00:00,2020-03-19,"30212155",18,0,0,75,0,0,0,0,0,0,0,NA,"Не виявлено"
"1866","м. Київ","-","КНП ""Київська міська клінічна лікарня №9""","м. Київ, вул. Ризька, 1","50.447844985","30.524776820",2020-03-20 09:00:00,2020-03-19,"25680295",18,0,0,80,0,0,0,0,0,0,0,NA,"Не виявлено"
"1867","Івано-Франківська","Верховинський","КНП ""Верховинська центральна районна лікарня""","смт. Верховина, вул. Невестюка, буд. 2","48.155450710","24.811645698",2020-03-21 09:00:00,2020-03-20,"01993374",0,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1868","Івано-Франківська","-","КНП ""Районна лікарня Калуської районної ради""","м. Калуш, вул. Каракая, 25","49.018029815","24.350981701",2020-03-21 09:00:00,2020-03-20,"33271905",0,0,0,25,0,0,0,0,0,0,0,NA,"Не виявлено"
"1869","Івано-Франківська","-","Коломийська районна інфекційна лікарня","м. Коломия, вул. Симона Петлюри, 66","48.536837196","25.045357525",2020-03-21 09:00:00,2020-03-20,"31575286",0,0,0,60,0,0,0,0,0,0,0,NA,"Не виявлено"
"1870","Івано-Франківська","Снятинський","КНП ""Заболотівська районна лікарня""","смт. Заболотів, вул. Б.Хмельницького, 10","48.468603515","25.284909822",2020-03-21 09:00:00,2020-03-20,"01993629",1,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1871","Івано-Франківська","Богородчанський","КНП ""Богородчанська центральна районна лікарня""","смт. Богородчани, вул. Шевченка, 35","48.811562078","24.544454903",2020-03-21 09:00:00,2020-03-20,"01993351",2,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1872","Івано-Франківська","-","КНП ""Яремчанська центральна міська лікарня""","м. Яремче, вул. Довбуша, 5","48.429582000","24.576655019",2020-03-21 09:00:00,2020-03-20,"01993552",3,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1873","Івано-Франківська","Надвірнянський","КНП ""Надвірнянська центральна районна лікарня""","м. Надвірна, вул. Грушевського, 12","48.631076828","24.560301592",2020-03-21 09:00:00,2020-03-20,"01993575",3,0,0,30,0,0,0,0,0,0,0,NA,"Не виявлено"
"1874","Івано-Франківська","Косівський","КНП ""Косівська центральна районна лікарня""","м. Косів, пров. Шевченка, 27","48.320447474","25.110282902",2020-03-21 09:00:00,2020-03-20,"01993546",5,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1875","Івано-Франківська","Городенківський","КНП ""Городенківська центральна районна лікарня""","м. Городенка, вул. Шептицького, 24-Е","48.664415124","25.491961338",2020-03-21 09:00:00,2020-03-20,"01993428",6,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1876","Івано-Франківська","Долинський","КНП ""Долинська багатопрофільна лікарня""","м. Долина, вул. Оксани Грицей, 15","48.972304717","23.992965630",2020-03-21 09:00:00,2020-03-20,"01993457",6,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1877","Івано-Франківська","Рожнятівський","КНП ""Рожнятівська центральна районна лікарня""","смт. Рожнятів, вул. Шкільна, 17","48.933955175","24.147874990",2020-03-21 09:00:00,2020-03-20,"01993612",6,0,0,20,0,0,0,0,0,0,0,NA,"Не виявлено"
"1878","Волинська","Камінь-Каширський","КНП ""Камінь-Каширська центральна районна лікарня""","м. Камінь-Каширськ, вул. Шевченка, 43","51.631262443","24.951863920",2020-03-21 09:00:00,2020-03-20,"01983051",7,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"1879","Волинська","-","КНП ""Нововолинська центральна міська лікарня""","м. Нововолинськ, просп. Перемоги, 7","50.724657282","24.172172515",2020-03-21 09:00:00,2020-03-20,"01983016",8,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"1880","Волинська","-","КП ""Волинський обласний перинатальний центр""","м. Луцьк, вул. Загородня, 20","50.761487219","25.380111002",2020-03-21 09:00:00,2020-03-20,"42078561",9,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"1881","Волинська","-","КП ""Володимир-Волинське територіальне медичне об'єднання""","м. Володимир-Волинський, вул. Павлова, 20","50.858570655","24.318943774",2020-03-21 09:00:00,2020-03-20,"42631325",10,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"1882","Волинська","Ратнівський","КНП ""Ратнівська центральна районна лікарня""","смт. Ратне, вул. Газіна, 64","51.672965087","24.538754679",2020-03-21 09:00:00,2020-03-20,"01982991",4,0,0,24,0,0,0,0,0,0,0,NA,"Не виявлено"
"1883","Волинська","Любомльський","КНП ""Любомльське територіальне медичне об'єднання Любомльської районної ради""","с. Згорани, вул. Садова, 30","51.365158752","23.980881140",2020-03-21 09:00:00,2020-03-20,"37271416",7,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"1884","Вінницька","Піщанський","КНП ""Піщанська центральна районна лікарня""","смт. Піщанка, вул. Центральна,42","48.210431793","28.884156165",2020-03-21 09:00:00,2020-03-20,"01982620",1,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"1885","Вінницька","Крижопільський","КНП ""Крижопільська обласна лікарня інтенсивного лікування""","смт. Крижопіль, вул. Данила Нечая, 10","48.383047974","28.873021153",2020-03-21 09:00:00,2020-03-20,"01982560",3,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"1886","Вінницька","-","КНП ""Вінницька обласна дитяча інфекційна клінічна лікарня""","м. Вінниця, вул. Київська, 68","49.250053205","28.476839183",2020-03-21 09:00:00,2020-03-20,"34004453",3,0,0,56,0,0,0,0,0,0,0,NA,"Не виявлено"
"1887","Вінницька","Могилів-Подільський","КНП ""Могилів-Подільська обласна лікарня інтенсивного лікування""","м. Могилів-Подільський, вул. Полтавська, 89/2","48.458001084","27.771482977",2020-03-21 09:00:00,2020-03-20,"01982591",4,0,0,3,0,0,0,0,0,0,0,NA,"Не виявлено"
"1888","Вінницька","Ямпільський","КНП ""Ямпільська центральна районна лікарня""","м. Ямпіль, вул. Пирогова,1","48.247685881","28.278572814",2020-03-21 09:00:00,2020-03-20,"01982726",11,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"1889","Вінницька","-","КНП ""Вінницька міська клінічна лікарня №1""","м. Вінниця, вул. Хмельницьке шосе, 96","49.236347324","28.414002928",2020-03-21 09:00:00,2020-03-20,"05484126",11,0,0,33,0,0,0,0,0,0,0,NA,"Не виявлено"
"1890","Вінницька","Бершадський","КНП ""Бершадська окружна лікарня інтенсивного лікування""","м. Бершадь, вул. Будкевича, 2","48.363830569","29.511209145",2020-03-21 09:00:00,2020-03-20,"01982494",13,0,0,10,0,0,0,0,0,0,0,NA,"Не виявлено"
"1891","Донецька","-","КНП ""Маріупольська міська лікарня № 4 ім. І.К. Мацука""","м. Маріуполь, вул. Пашковського, 4","47.110023873","37.632926587",2020-03-21 09:00:00,2020-03-20,"01990654",7,0,0,130,0,0,0,0,0,0,0,NA,"Не виявлено"
"1892","Житомирська","-","КП ""Дитяча лікарня імені В.Й. Башека""","м. Житомир, вул. Святослава Ріхтера, 23","50.247359854","28.702309049",2020-03-21 09:00:00,2020-03-20,"42779217",0,0,0,4,0,0,0,0,0,0,0,NA,"Не виявлено"
"1893","Житомирська","Радомишльський","КНП ""Радомишльська лікарня""","м. Радомишль, вул. Присутственна, 9","50.503096625","29.240794035",2020-03-21 09:00:00,2020-03-20,"01991903",0,0,0,15,0,0,0,0,0,0,0,NA,"Не виявлено"
"1894","Житомирська","Народицький","КНП ""Народицька лікарня""","смт. Народичі, вул. Замкова, 115","51.199922272","29.086159986",2020-03-21 09:00:00,2020-03-20,"42739284",0,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"1895","Житомирська","-","КНП ""Новоград-Волинське міськрайонне територіальне медичне об'єднання""","м. Новоград-Волинський, вул. Наталії Оржевської, 13","50.585629291","27.607596661",2020-03-21 09:00:00,2020-03-20,"01991820",4,0,0,55,0,0,0,0,0,0,0,NA,"Не виявлено"
"1896","Житомирська","Коростишівський","КНП ""Центральна районна лікарня ім. Д.І.Потєхіна""","м. Коростишів, вул. Героїв Небесної Сотні, 58","50.314039127","29.057025776",2020-03-21 09:00:00,2020-03-20,"01991731",5,0,0,2,0,0,0,0,0,0,0,NA,"Не виявлено"
"1897","Житомирська","Андрушівський","КНП ""Андрушівська центральна районна лікарня""","м. Андрушівка, вул. Тітова, 34","50.029632767","29.019907729",2020-03-21 09:00:00,2020-03-20,"01991547",5,0,0,6,0,0,0,0,0,0,0,NA,"Не виявлено"
"1898","Житомирська","Житомирський","КНП ""Житомирська обласна дитяча клінічна лікарня""","с. Станішівка, Сквирське шосе, 6","50.230535527","28.687190713",2020-03-21 09:00:00,2020-03-20,"02774119",9,0,0,36,0,0,0,0,0,0,0,NA,"Не виявлено"
"1899","Запорізька","Приазовський","КНП ""Нововасилівська районна лікарня""","смт. Нововасилівка, вул. Поштова, 75","46.829166996","35.755278000",2020-03-21 09:00:00,2020-03-20,"24908721",0,0,0,20,0,0,0,0,0,0,0,"20 ліжок (10 дитячих,  10 дорослих)","Не виявлено"
"1900","Запорізька","Оріхівський","КНП ""Оріхівська багатопрофільна лікарня інтенсивного лікування""","м. Оріхів, вул. Паркова, 2","47.566440571","35.786295504",2020-03-21 09:00:00,2020-03-20,"01992953",3,0,0,25,0,0,0,0,0,0,0,"25 ліжок (15 дитячих, 10 дорослих), 3 бокси на 6 ліжок","Не виявлено"
"1901","Запорізька","Гуляйпільський","КНП ""Гуляпільська центральна районна лікарня""","м. Гуляй-Поле, вул. Соборна, 107-б","47.665744415","36.258833592",2020-03-21 09:00:00,2020-03-20,"01992937",4,0,0,20,0,0,0,0,0,0,0,"20 ліжок ( дитячих- 12, дорослих - 8), 1 бокс на 4 ліжка, та полубокс - 1 на 4 ліжка","Не виявлено"
